"EASTING" "NORTHING" "Turdus_torquatus" "bio1" "bio2" "bio3" "bio4" "bio5" "bio6" "bio7" "bio8" "bio9" "bio10" "bio11" "bio12" "bio13" "bio14" "bio15" "bio16" "bio17" "bio18" "bio19"
515000 195000 0 98.5907327393857 78.7953663696928 36.3391620035315 4861.7960947683 218.077050025174 3.35631710178863 214.720732923386 71.0171550982572 62.0171550982572 161.708106014353 37.3563171017886 655.828744851395 64.2046336303072 42.6310559891787 11 186.291893985647 143.214843960473 156.661168908806 167.040323249793
515000 175000 0 103.631894742165 80 36.3480339327161 4879.08479466053 226.177685353085 8.34453075467678 217.833154598408 75.3279626075974 67.2693921274204 168.194253500164 43.3279626075974 627.494352039318 60.3314657856367 38.3956389089036 12 179.379070761824 131.747176019659 151.095209952375 154.443243885091
515000 155000 0 99.3301297777589 81.0296138909988 36.2704531468266 4925.36671380715 222.95017932485 2.95091948649504 219.999259838355 71.3597436687577 62.0596766309322 163.95017932485 38.6005829245855 666.465737191703 64.8900538449837 41.0213957947297 13.0296138909988 193.531050337871 142.39193914079 155.23143214898 168.473011566452
515000 135000 0 98.0213577998143 81.7849731356246 37.1936690645611 4835.27935079255 219.397635006502 2.40869592893646 216.988939077566 71.2666732168205 61.0730041522594 161.397635006502 37.4817000811959 655.06978260491 65.675369145757 39.335691776677 13.4817000811959 191.095125997127 140.262687624418 153.251626701984 159.682444475788
515000 115000 0 98.8778819153856 80.6937481959568 37.1176709515048 4761.43203158541 217.827998521376 4.36959222842851 213.458406292947 72.9456694728805 97.945799674362 160.827998521376 39.3695922284285 690.389409784347 73.3260987937633 42.5959242341722 16.8478455110959 211.604257019752 146.07417751684 151.428369888658 176.248121821699
505000 455000 0 95.3499358347837 69.8158462223483 36.0806597805514 4395.43170859177 199.900968498929 10.3499358347837 189.551032664145 50.5340896124355 69.4769649368177 151.820308718378 40.3499358347838 715.468424602541 72.1001367451049 49.0592542328123 12.1841537776517 208.381070015866 157.074268701337 174.853694907422 185.340187503574
505000 435000 0 95.2684829508794 70 35.4533378537681 4503.23099828003 202.159907621787 7.83039613374027 194.329511488047 48.3770582799721 59.2684829508794 153.159907621787 38.3770582799721 671.997825975761 66.2837339875084 45.5199211830911 11.6552374753246 190.474143682553 145.53517221972 170.251438232212 169.710330878136
505000 355000 0 95.4691735408171 72.5170994801592 34 4860.08540665973 212.351693324786 2.77622739826508 209.57546592652 158.020471981295 59.8104263585835 158.986273020976 34.8003948843079 588.291660173545 59.1895736414165 37.3412528177664 10.4829005198408 159.720400100599 126.072093425385 159.237499580759 138.237499580759
505000 305000 0 96.1914913319307 74 34 4984.34525141313 214.100413866586 -2.72638914422793 216.826803010814 161.091266695214 43.9385991798186 161.091266695214 33.1914913319307 578.277524161966 55.9910420584964 34.908922534655 10 155.708473261221 127.434862405449 155.708473261221 132.526129100662
495000 495000 0 87.4480894337794 69 36.0069439356454 4285.08419534184 192.024328436366 3.44808943377939 188.576239002587 44.4480894337794 128.031272372012 143.031272372012 34.4480894337794 845.852684919335 89.2289599437022 59.600567438953 14.0104405650754 256.64167026459 182.590176197092 194.590176197092 228.030662260561
495000 375000 0 94.8526851956586 72.1440964955677 35 4696.11952974664 207.190668067418 5.90247507628255 201.288192991135 154.240457948042 58.4729141696795 155.852685195659 36.0465715718502 594.849153340332 58.9534284281498 38.2356745304114 10.7177538977384 161.56887398454 126.56887398454 160.762760360732 140.804548514952
495000 285000 0 95.3027182172992 74.0435727603489 34 4978.26304946726 214.291426534408 -2.69728178270084 216.988708317109 160.25914545695 59.3027182172992 160.25914545695 32.5618636742495 602.151393021824 57.4494280086417 37.4381363257505 9.29142653440797 160.931137094741 131.584846117093 160.931137094741 141.401554497949
495000 265000 0 96.8854559340828 75 34 4961.46810991907 215.885455934083 -1.11454406591725 217 136.038361845924 60.0383618459235 160.885455934083 34.0383618459235 601.067463697101 56.7703703963122 36.8087322422357 10 161.094779089473 128.477314605001 159.693646704465 142.056417243549
495000 245000 0 97.2038184283168 76 34 5013.14903094307 218.481731122184 0.124100255073699 218.35763086711 74.5449360356066 60.2038184283168 162.561449295427 34.2038184283168 616.549744590814 57.1538124387931 37.2335306120362 10 165.898786356732 132.496773407792 159.986531766109 146.854404274902
495000 225000 0 96.4833970950592 76.0296676111821 34 5056.95782351287 219.513064706241 -0.516602904940774 220.029667611182 67.4833970950592 58.9684963057617 162.483397095059 32.9684963057617 641.858667570972 61.0610373380073 38.5742360116617 10.4850992107024 176.181409898379 137.637109432725 161.947741175035 155.724276183215
495000 205000 0 94.6637010890176 76.6665019773203 34 5115.87938119716 218.661029861313 -4.0028008883027 222.663830749616 65.6637010890176 56.6691732050244 160.663701089018 29.6637010890176 680.37986566655 65.9974584328944 41.6666316379188 11.008143343711 190.347008396154 146.66956218682 167.00827300431 169.336193824739
495000 145000 0 96.6255437837442 78.9709903128504 35 5074.63898533543 220.280097254638 -4.00040312969023 224.280500384328 39.8845824038378 148.76894678493 162.596534096595 31.8845824038378 757.279188719569 79.7560243099346 47.5758785917404 16.6618833710628 233.606407581487 159.547893186717 162.576902873867 204.145946585909
495000 125000 0 97.5876899424173 78.7354709676091 35.7354709676091 4916.32894032751 218.286172911314 -0.110793026479736 218.396965937794 44.4029209185135 147.286172911314 162.064415888699 36.1383918861227 792.236748416386 85.1685643776274 49.7138270886855 18.8305750958846 250.447577003319 160.141481266057 164.221241274544 218.367816994832
485000 425000 0 95 71.9305829447983 36.0626104160713 4507.12107931502 202.925946419299 8.13202747127298 194.793918948026 53.9713107289237 60 152.995363474501 38.9259464192991 618.125874810925 60.0114431646296 40.0114431646296 11 168.11518971372 131.092303384461 161.953469274057 149.177800129791
485000 405000 0 95.9279972624953 72 36 4600.07553026031 206.01057403452 7.92799726249527 198.082576772024 153 59.9279972624953 155.01057403452 37.9279972624953 599.701601951894 58.8719490449864 38.0720027375047 10.9174232279756 162.871949044986 127.072002737505 159.871949044986 142.850800975947
485000 335000 0 94.4576295748966 73.2219952264503 34 4946.90478599828 213.327995553977 -0.17370364926116 213.501699203238 159.327995553977 58.8262963507388 159.327995553977 32.8262963507388 615.25755091516 59.2626664483156 40.2456289198435 9.01703752847211 164.548966590024 135.16326228571 164.548966590024 146.664961488948
485000 315000 0 92.5495905734675 74 34 4993.95877483665 212.461940229755 -3.45040942653248 215.912349656288 133.142978902963 56.5495905734675 158.461940229755 30.5495905734675 631.368869026581 60.326338006324 40.9520481202813 9 167.81644589685 139.354505667095 167.604724132929 151.768494017132
485000 175000 0 98.9260740963174 77.9074664377306 34 5211.3413285856 223.242313552842 -2.87025112055684 226.112564673399 41.3908062000501 61.7772581973484 165.242313552842 31.1297488794432 696.716765892052 71.2019803428762 42.7591098997005 13.8888587791437 205.070537023184 148.369863261371 161.88789468754 180.330494143009
485000 95000 0 103 77.4525964551326 36 4780.63635777916 220 8.48896067721673 211.511039322783 52.5474035448674 151 166 43.5474035448674 823.277928761736 92.0584428676507 49 22.5474035448674 271.116885735301 156.022078645567 161.022078645567 238.175328602952
475000 525000 0 86.4178622027699 70 36 4300.91068898615 192.41786220277 2.41786220276994 190 43.4178622027699 52.8357244055399 143.41786220277 33.4178622027699 768.596484230469 77.8357244055399 53.4178622027699 12.4178622027699 224.50717321662 170.25358660831 185 200.08931101385
475000 475000 0 92.2431966165932 71 37 4331.11881357088 197.750665967148 7.24319661659322 190.507469350555 47.7271904933484 58.1055921850518 148.750665967148 38.3722642754451 679.154717352677 66.3957397492451 45.2666720903933 11.1290676588519 191.565620939439 146.662411839638 170.152543132652 170.436553280587
475000 455000 0 92.8625887047988 71 36.3274156841081 4387.24413421256 198.862588704799 7.19000438890683 191.672584315892 47.1221161135078 58.1221161135078 149.329461939301 37.4495317976159 650.328484045727 63.0136604372901 42.9457721618911 11 179.976362525278 139.236301444777 166.290529282885 160.974727780875
475000 365000 0 95.9677799393999 73 34.9804162857285 4788.86275477049 210.75607286612 4.92861251085696 205.827460355263 152.79169138795 60.3262326581887 158.736489151849 35.9481962251284 611.498135765963 58.0195837142715 40.5138640434034 8.58974350633973 162.362626424101 134.111751922278 162.174995038886 146.414430198972
475000 275000 0 93.1697700986524 75 34 4932.12268260169 212.811485963229 -2.83022990134764 215.641715864576 49.4673159589557 57.1697700986524 157.811485963229 31.1697700986524 639.973534966739 60.9151149506738 40.8897547542394 10 171.207257974891 136.96802354525 169.694624459153 154.908498692359
475000 255000 0 95.9147477957932 75 34.3520594975569 4913.99873393197 214.562688298236 -0.0852522042067788 214.647940502443 129.779142193248 59.9147477957932 159.562688298236 33.9147477957932 619.92175272192 59 38 11 166.740062275716 130.327405035755 164 147.92161736486
475000 235000 0 96.5191365271451 75.2377752677901 34.642578170329 4913.516929965 215.352108892396 0.161714697474089 215.190394194922 69.5191365271451 59.8765583568162 160.114333624606 34.281361259355 626.186872944715 58.8803534381191 36.8382853025259 11.642578170329 171.403285046567 130.632984613487 161.794699310961 149.598992178764
475000 215000 0 97.3023963691256 75.7975029497765 34.6976036308744 4939.04837691231 216.64290212261 0.456997196292085 216.185904926318 69.7593935654177 60.2545001460686 161.099899318902 34.4569971962921 635.029731006029 60.2545001460686 36.7975029497765 12.2024970502235 176.065896807331 131.633115283912 162.024215672872 152.306503241914
475000 195000 0 93.4984581370376 76 34.5086499326215 5019.60260622808 214.195530816103 -3.48918331421261 217.684714130316 46.7190493733223 56.3581150674385 158.195530816103 29.6561010718796 697.169026705699 69.1533094285102 42.3611987933634 12.859656930401 199.667817650384 147.715289517068 169.288711181616 175.667817650384
475000 155000 0 96.5332677352739 76.9819740581501 34.5923343014464 5026.8561471433 217.283013965595 -3.82683873834359 221.109852703939 40.1731612616564 148.301039907445 160.922907491978 31.7770029043392 772.362852272301 83.5668394552212 49.4371989816398 18.0295332830862 242.085169381744 160.921957188216 163.921957188216 214.665996341954
475000 115000 0 97.8147817491124 77 35.2449276455814 4856.20839774882 216.469809099633 1.86974588907983 214.600063210553 45.8697458890798 146.569854103531 161.569854103531 36.8697458890798 861.046312548881 97.1651720593579 51.4100997049393 21.3449726494792 282.275379978748 165.540353815859 170.640398819757 251.640398819757
465000 495000 1 79.8715081450828 70.3430552179203 36.3430552179203 4377.13759764074 186.706490262834 -4.29350973716581 191 35.3525324048185 79.032636813225 136.871508145083 25.8715081450828 796.675414661267 78.7453683431405 56.1154724014941 11.6569447820797 231.071087147173 176.666657208625 191.903025851819 209.098135987606
455000 1215000 0 63 41 31 3367 134 2 132 30 95 109 23 1234 146 59 31 427 186 206 383
465000 435000 0 94.8131103961178 72 37 4468.4881580201 200.813110396118 8 192.813110396118 135.922788896064 59.2657160481491 151.813110396118 38 604.471816882302 60.1868896038822 38.4526056520313 11 165.560668811647 128.574752822258 159.513679237144 144.887458444909
455000 1185000 0 67.5090409553633 42 31 3325.52063405718 139.489932707168 7 132.489932707168 43.6356143304496 99.0365114048168 112.036511404817 28.5083622012584 1196.30702809972 141.963488595183 57.4725295505465 31 413.45444763982 180.945059101093 200.472529550546 371.907868942171
465000 415000 0 95.9699309198002 72.7017581244294 36.7318272046291 4515.39392009051 204.238103715171 9 195.238103715171 150.846506771426 60 154.238103715171 39 596.935622512953 58.0300690801998 37.7318272046292 10.2982418755706 162.32831095577 127.433585329059 158.008313694436 141.195481613887
465000 395000 0 96.1268193316582 72.802028844936 36 4622.68190022756 207.253638663316 8.19797115506396 199.055667508252 153.155572338319 60.3247904867221 156.155572338319 38.2960374800614 599.515625902398 56.7732758382754 37.9000951699335 9.90193367500253 161.546551676551 128.473561348076 158.673371008209 141.246837186351
455000 1135000 0 71 44 33 3212 143 11 132 58 99 113 34 1171 140 57 31 404 180 200 329
465000 345000 0 97.0889693458973 73.9497065838128 34 4925.61577476729 215.088969345897 2.61992479722948 212.469044548668 49.9817772607286 61.0889693458973 161.569631381042 35.1392627620845 634.933763876367 58.8607372379154 44.1864722213666 8 170.12500124201 141.283975096836 166.047209459282 156.555369860968
465000 325000 0 94.6654162931119 74 34 4966.22805477875 213.703774394821 -0.334583706888048 214.038358101709 42.8869095378465 58.703774394821 159.665416293112 32.665416293112 647.149648337228 60.6014152415288 44.5630571398198 8 173.062113228056 143.765887622877 169.822591398057 160.005409452877
465000 305000 0 94.3141189349561 74 34 4950.66067511375 213.315662711602 -0.858414646326987 214.174077357929 40.3141189349561 58.3063818780536 159.314118934956 32.3063818780536 639.33155100319 60.6766002314951 42.8506775894245 8.8259226420706 171.211615109317 140.37949918699 168.370218353441 157.211615109317
465000 135000 0 94.2955475644872 76 35 4846.32011411114 211.92122684653 -1.53186702489844 213.453093871428 41.8424536930591 142.92122684653 156.92122684653 32.8424536930591 833.957374992967 92.3301917831603 51.2513585640848 20.1725854106144 268.882592233677 167.128396410212 170.438114833359 240.08432754102
465000 85000 0 105.532378289665 76 36 4713.85616118631 220.064756579329 13.5323782896647 206.532378289665 57.0647565793294 152.064756579329 168.064756579329 47.5323782896647 819.676217103353 92.4676217103353 47 24 273.402865131006 152.935243420671 155.935243420671 241.402865131006
455000 375000 0 94.3784843715274 73 35 4735.77805469548 208.816664461834 5.00597830633993 203.810686155494 44.1082556530293 58.6546913963653 156.648713090025 36.0059783063399 672.711876362829 62.4800842075506 46.858568579078 8 182.926992647209 151.960168415101 170.203877182713 168.094944019017
455000 265000 0 92.8860705228393 75 35 4804.69035112322 209.908101367086 -1.24911122825324 211.157212595339 42.2821956200415 56.7721410456786 155.043283118179 31.8860705228393 635.597010626607 60.8427874046605 39.8435659749757 11.1139294771607 173.319757587235 133.957495452136 165.84278740466 155.185354406458
455000 245000 0 92.4110121919393 74.7073340012071 35 4789.17941012557 208.236692386293 -1.70733400120708 209.9440263875 66.2926659987929 56.3763762851188 154.118346193146 31.6690422839117 631.644233536972 60.6236237148812 36.791044287533 12.9162897136741 175.797943520528 129.274984103588 163.122002003621 153.122002003621
455000 225000 0 95.4305397157811 75 35.4142524225259 4725.65207308066 210.474459132371 1.84479213830709 208.629666994063 70.3506545412883 59.3945739578777 156.430539715781 35.8447921383071 615.143772483025 59 34.0798851744929 13.9201148255071 174.939793290155 123.259333988127 156.223368230223 147.585747577474
445000 1165000 0 67.5356433348291 43.1021649422596 32.7595403177727 3223.84535942181 138.535643334829 8.29518365260185 130.240459682227 37.7329754155985 95.7761030170564 109.701300059984 30.2951836526018 1200.37274058515 143.539159622243 57.7321783325854 31 413.976154302227 183.196534997756 203.298699940016 375.708332634812
455000 185000 0 96.7097845800589 75 35.9958429748107 4704.20989763099 210.713941605248 2.94010087242135 207.773840732827 51.8019338112129 60.4721289488053 156.947440211313 36.9401008724214 683.360877291526 69.5909524924753 43.296580047345 13.7655266824483 201.002199058301 142.653059222269 162.058924416091 177.477510320808
455000 165000 0 96.9207422294601 74.9668790235801 35.9974590635472 4699.68787253357 209.857041213073 2.92074222946014 206.936298983613 46.0280391035143 61.0254981670615 156.857041213073 36.0280391035143 721.048817950988 75.8465663318259 46.9232831659129 15.923283165913 220.462982161391 151.846566331826 162.076716834087 194.539698995478
455000 105000 0 104.483000138328 76.6030375211132 36.6596736695677 4697.1439246709 219.340326330432 12.6823100946785 206.658016235754 55.6823100946785 150.680652660864 166.340326330432 46.6256739462239 802.769895564168 89.8279246811174 46.8573261921042 22.3969624788868 264.109447989576 153.891325915448 157.374326053776 234.712485510689
445000 555000 0 86.4651506883316 71.5348493116684 38 4228.13791764842 190 3.46515068833158 186.534849311668 123 52.4651506883316 141.465150688332 34.4651506883316 661.022739675026 69.5348493116684 44.5348493116684 14 186.139397246674 139.604547935005 170.604547935005 160.674246558342
445000 535000 0 85.7403688720829 72 37.9961469610434 4296.97738986743 190.740368872083 1.73651583312629 189.003853038957 42.0486119886114 51.599524067498 141.740368872083 32.7398389958394 681.943380420422 69.2668073295868 46.2634841668737 13 190.519262255834 145.378417451249 173.530291496461 168.649077819793
445000 485000 0 87.6213391986821 72.0904630022437 37 4440.26810123785 195.15515484599 2.62133919868205 192.533815647308 86.0185009274492 52.1551548459896 145.621339198682 32.6213391986821 682.338204379249 67.0029394508692 45.9353081562542 11 189.876495214247 146.111075073727 173.985986644979 170.023551522352
445000 465000 0 92.5247036958271 72.2644277852223 37 4458.28669917425 199.524703695827 6.85392126432891 192.670782431498 129.524703695827 56.8539212643289 150 36.8539212643289 640.558683807572 63.7397240893952 42.4105065208933 11 177.008303749235 136.401176109854 165.625526914461 157.2592492488
445000 445000 0 92.787344390136 72.2906806359784 37 4481.20985162301 200.583810490952 7.37115488108815 193.212655609864 111.924273161562 57.574688780272 150.787344390136 37.2840081442936 642.987718920066 63.5124579565225 43.0249159130449 10.787344390136 176.774945392476 139.184462409839 164.537373869567 159.200256612204
445000 425000 0 94.7325433413194 72.0889568341108 37 4502.33931417557 202.15629457128 9.1115230760507 193.04477149523 103.899836990532 58.8215001754301 153.02256624194 39.1115230760507 649.407262496776 63.3795658910796 43.4243373863092 10 176.986786289509 141.518263564319 166.04915468278 160.031557784739
445000 355000 0 93.8322573834808 73 34.5838713082596 4862.64869240094 210.28639232876 1.7196058488202 208.56678647994 41.9466733214598 57.0975296983406 158.05932485612 33.1357345405606 733.510676492078 71.39500867784 53.3568038356199 8.45433353396049 204.73069249956 167.238154123379 181.940873732561 191.1468211913
445000 335000 0 97.4510402164891 74 34.4876714907811 4905.21188396689 215.389987874041 3.14676170333356 212.243226170708 44.4263831980512 61.4510402164891 161.877659364822 35.9387117072701 670.356737387842 63.5855910578029 47.1836289279076 8.48767149078108 183.440520404399 148.342836787659 172.438829354469 170.440520404399
445000 315000 0 92.5867309919505 74.1402127402041 34.5206561829451 4881.76423988411 210.335374866888 -0.892612825104409 211.227987691993 40.1073871748956 55.9851183675118 156.335374866888 31.5867309919505 693.569311338131 66.5355378154333 48.8227818061363 8.87091268232139 191.034070177207 153.929745302644 177.756706997131 177.782714052145
445000 285000 0 93.0285827128472 75 35 4798.54111097677 210.047487059191 0 210.047487059191 42.5648687431942 57.0142913564236 156.028582712847 33.5648687431942 646.394850125556 61.9857086435764 43.0189043463441 9.9857086435764 176.013838969762 138.903458216379 169.023517336265 161.028130326185
445000 205000 0 97.1224744965244 75 36 4651.55168317604 210.426498981279 4.14612929035886 206.28036969092 73 61.1224744965244 157.538080320849 39.1224744965244 626.391779197096 61.6798860980956 37.0827302855405 13.6959755152451 179.946034851792 127.406086051018 156.679886098096 154.442502481732
445000 145000 0 98.6049114527597 75.8024557263799 36 4695.37836647195 212.675539941107 4.67553994110711 208 48.6605273726643 125.845576025883 158.873084214727 38.8730842147272 747.650403546606 80.8751467742499 47.2125568420629 19.0706284883474 236.387292697668 155.748902365998 160.410101115683 209.316664209321
445000 125000 0 101.055283990474 76.2285882360426 36.2285882360425 4670.53152095382 216.013522663018 9.28800676134304 206.725515901674 52.288006761343 147.826695754431 162.013522663018 43.1011798527566 780.986665333005 85.8549344188697 46.584584855371 20.5563461909324 252.709868837739 155.753754566113 158.9405814747 224.709868837739
445000 75000 0 102 75 37 4559.57727177088 214.109358270017 13.8906417299828 200.218716540034 56 146.109358270017 162.109358270017 46 840.546791350086 95 47 24 281.109358270017 156 158.109358270017 250.109358270017
435000 1195000 0 67.3114923499568 43 33 3205.95059945056 138.155746174978 8.31149234995673 129.844253825022 37.3114923499567 96.3114923499567 110.155746174978 30.3114923499567 1193.50806120035 142.688507650043 56.8442538250216 31 413.221269125108 180.532761475065 200.532761475065 373.221269125108
435000 1125000 0 71.9515962949455 45.9939487936562 34 3134.91096688283 143.951596294946 11.9515962949455 132 59.7801791408155 97.9556284506094 112.951596294946 35.9515962949455 1141.46647308566 136.658604997892 55.4281190502093 30 392.953629218981 176.882456030778 226.89843593428 319.943545856973
435000 575000 0 86.329454415364 72 38.329454415364 4157.81018663153 188 3.32945441536398 184.670545584636 122.329454415364 52.658908830728 140.329454415364 34.329454415364 654.376001430996 70 44.670545584636 14.329454415364 184.670545584636 138.011636753908 170.341091169272 158.682182338544
435000 505000 0 89.7475388436039 73 37.7705558221084 4411.95634472625 196.976983021496 4.74753884360393 192.229444177892 126.96722327641 53.7475388436039 147 35 658.366158376831 67.042536468676 44 12.0327767235902 184.38983030751 138.052296213762 171.534201548049 160.347293838834
435000 405000 0 93.8097567117477 72 36.8225195819057 4505.1976755645 202.798130917684 8.62065049959007 194.177480418094 47.6180979255585 72.3808032798819 152.809756711748 38.6206504995901 746.707953996845 72.3206340673873 52.9336268448826 10.1825855661575 210.760033119846 167.449887770428 181.697430993766 193.58000012772
435000 385000 0 92.6595139565366 72.135919204282 36 4565.95248904855 202.966756029277 6.83075908650497 196.135996942772 45.4881910880784 84.0926578259435 152.795433160819 36.6241102923603 790.983199313116 78.5783745918578 56.5825385017843 10.4132975882893 226.39455999362 178.162995048605 189.855752975865 209.981262405331
435000 175000 0 93.2630606401521 74.9179736344885 35.5303217570539 4694.36671356759 206.743329893282 -1.20661760279404 207.949947496076 43.3556780158472 56.8754087627174 153.263060640152 33.3556780158472 706.491056953596 74.1203907605328 44.7433298932819 16.8253562587933 215.371763291782 145.95633802951 164.124591237283 186.820058683324
435000 95000 0 103.932138906793 76.7998993659685 37.6947738028696 4513.58026088252 216.779956404978 15.3895476057391 201.390408799239 58.1521825018154 147.474730207847 163.237365103924 48.952081867784 791.084969725581 88.0949750709325 44.2001006340315 23.4574086989459 261.81019500495 148.87493147591 151.87493147591 233.152685671973
425000 1175000 0 67.1359492001059 44.067974600053 33.067974600053 3122.67974600053 138.135949200106 8.13594920010593 130 40.1555682009004 95.2039238001589 109.135949200106 31.1359492001059 1179.70848259899 140.864050799894 56.8640507998941 31 407.592152399682 179.660126999735 199.728101599788 368.592152399682
425000 1145000 0 69.4194159864007 46 35 3094.64993987865 141.419415986401 10.4194159864007 131 55.6193358246054 96.3069109762885 110.306910976288 34.4194159864007 1153.22525612239 138.370876020399 55.7902920067996 30.3222130033126 397.85425705091 177.370876020399 197.370876020399 328.791932404837
425000 635000 0 86.7237280916369 71 39 3986.72372809164 185.723728091637 3.72372809163688 182 46.7237280916369 54.7237280916369 138.723728091637 36.7237280916369 684.657631450179 72 47 14.7237280916369 194.552543816726 145.276271908363 174.276271908363 172.276271908363
425000 615000 0 84.4433512667829 71.502500974137 39.2216756333915 4022.12972005993 183.724176607528 2.16752787431142 181.556648733217 60.7881984303979 51.6650269001744 136.724176607528 34.1625259260374 687.373949716489 72.5566487332171 47.2758233924715 14 194.654940354829 146.664944251377 174.891621833043 171.714090062183
